"","cellname","cluster","celltype","nUMI"
"X1772062114_B09","X1772062114_B09",3,"Olig",2368
"X1772063062_F03","X1772063062_F03",3,"Olig",4164
"X1772063078_F05","X1772063078_F05",3,"Olig",3345
"X1772063078_C09","X1772063078_C09",3,"Olig",2964
"X1772060240_F10","X1772060240_F10",3,"Olig",1902
"X1772062116_E04","X1772062116_E04",3,"Olig",2845
"X1772063078_C08","X1772063078_C08",3,"Olig",2704
"X1772063078_F02","X1772063078_F02",3,"Olig",5986
"X1772063078_B11","X1772063078_B11",3,"Olig",2945
"X1772062115_A02","X1772062115_A02",3,"Olig",4331
"X1772060224_D03","X1772060224_D03",3,"Olig",2821
"X1772062111_A12","X1772062111_A12",3,"Olig",1655
"X1772063078_F11","X1772063078_F11",3,"Olig",2828
"X1772060240_G10","X1772060240_G10",3,"Olig",3056
"X1772062116_E01","X1772062116_E01",3,"Olig",2070
"X1772060225_G06","X1772060225_G06",3,"Olig",3676
"X1772060240_A12","X1772060240_A12",3,"Olig",2183
"X1772063079_C01","X1772063079_C01",3,"Olig",2675
"X1772060224_A06","X1772060224_A06",3,"Olig",2047
"X1772063061_H10","X1772063061_H10",3,"Olig",2105
"X1772062114_D06","X1772062114_D06",3,"Olig",2530
"X1772063061_C05","X1772063061_C05",3,"Olig",2069
"X1772060225_F12","X1772060225_F12",3,"Olig",2121
"X1772063061_E08","X1772063061_E08",3,"Olig",3080
"X1772062118_E02","X1772062118_E02",3,"Olig",2899
"X1772062114_H05","X1772062114_H05",3,"Olig",2868
"X1772063061_C03","X1772063061_C03",3,"Olig",3585
"X1772062114_H10","X1772062114_H10",3,"Olig",1858
"X1772062115_A06","X1772062115_A06",3,"Olig",1680
"X1772062114_B12","X1772062114_B12",3,"Olig",1860
"X1772063079_E08","X1772063079_E08",3,"Olig",2289
"X1772063061_B11","X1772063061_B11",3,"Olig",2044
"X1772063061_F11","X1772063061_F11",3,"Olig",5136
"X1772062114_A08","X1772062114_A08",3,"Olig",1509
"X1772063078_G08","X1772063078_G08",3,"Olig",2519
"X1772063074_A09","X1772063074_A09",3,"Olig",2078
"X1772060225_B12","X1772060225_B12",3,"Olig",1491
"X1772063079_A06","X1772063079_A06",3,"Olig",1889
"X1772063077_D09","X1772063077_D09",3,"Olig",2364
"X1772060224_A02","X1772060224_A02",3,"Olig",1350
"X1772062118_B05","X1772062118_B05",3,"Olig",1312
"X1772060225_F09","X1772060225_F09",3,"Olig",4063
"X1772063074_G10","X1772063074_G10",3,"Olig",1787
"X1772063079_A12","X1772063079_A12",3,"Olig",2365
"X1772063079_D01","X1772063079_D01",3,"Olig",2326
"X1772063074_F12","X1772063074_F12",3,"Olig",1503
"X1772067073_A08","X1772067073_A08",3,"Olig",1542
"X1772063077_C01","X1772063077_C01",3,"Olig",4250
"X1772060225_A12","X1772060225_A12",3,"Olig",1359
"X1772063079_F09","X1772063079_F09",3,"Olig",1855
"X1772063078_A03","X1772063078_A03",3,"Olig",1818
"X1772062114_H04","X1772062114_H04",3,"Olig",2748
"X1772062115_D03","X1772062115_D03",3,"Olig",1343
"X1772063064_E03","X1772063064_E03",3,"Olig",1973
"X1772063079_D08","X1772063079_D08",3,"Olig",1739
"X1772060224_E09","X1772060224_E09",3,"Olig",2182
"X1772063079_H03","X1772063079_H03",3,"Olig",3065
"X1772062111_H07","X1772062111_H07",3,"Olig",1743
"X1772060224_H11","X1772060224_H11",3,"Olig",4185
"X1772063074_H10","X1772063074_H10",3,"Olig",2346
"X1772063064_D09","X1772063064_D09",3,"Olig",3098
"X1772062116_F10","X1772062116_F10",3,"Olig",2567
"X1772063078_E03","X1772063078_E03",3,"Olig",1848
"X1772060224_B05","X1772060224_B05",3,"Olig",2721
"X1772060224_D01","X1772060224_D01",3,"Olig",1314
"X1772063079_D09","X1772063079_D09",3,"Olig",2441
"X1772063063_H08","X1772063063_H08",3,"Olig",3201
"X1772060225_G07","X1772060225_G07",3,"Olig",2464
"X1772060226_D12","X1772060226_D12",3,"Olig",3259
"X1772063062_D01","X1772063062_D01",3,"Olig",2395
"X1772063064_H11","X1772063064_H11",3,"Olig",1452
"X1772062114_D10","X1772062114_D10",3,"Olig",2530
"X1772060225_H12","X1772060225_H12",3,"Olig",4181
"X1772060226_A01","X1772060226_A01",3,"Olig",3424
"X1772060226_A11","X1772060226_A11",3,"Olig",2579
"X1772060226_D01","X1772060226_D01",3,"Olig",2692
"X1772060226_D11","X1772060226_D11",3,"Olig",1684
"X1772060225_D07","X1772060225_D07",3,"Olig",1264
"X1772060226_F06","X1772060226_F06",3,"Olig",4019
"X1772060226_A07","X1772060226_A07",3,"Olig",2668
"X1772060226_D03","X1772060226_D03",3,"Olig",3300
"X1772060226_D04","X1772060226_D04",3,"Olig",2669
"X1772060226_E10","X1772060226_E10",3,"Olig",2644
"X1772060226_B11","X1772060226_B11",3,"Olig",1504
"X1772060226_A08","X1772060226_A08",3,"Olig",2386
"X1772060226_G04","X1772060226_G04",3,"Olig",5298
"X1772060226_H11","X1772060226_H11",3,"Olig",1690
"X1772060226_G06","X1772060226_G06",3,"Olig",2929
"X1772060226_H04","X1772060226_H04",3,"Olig",1542
"X1772060226_G11","X1772060226_G11",3,"Olig",1729
"X1772060226_F04","X1772060226_F04",3,"Olig",3369
"X1772060226_F08","X1772060226_F08",3,"Olig",8455
"X1772060226_C07","X1772060226_C07",3,"Olig",1734
"X1772060226_B03","X1772060226_B03",3,"Olig",1641
"X1772060226_G05","X1772060226_G05",3,"Olig",1744
"X1772060226_A12","X1772060226_A12",3,"Olig",1499
"X1772063065_F12","X1772063065_F12",3,"Olig",1904
"X1772060226_B04","X1772060226_B04",3,"Olig",2380
"X1772060226_B10","X1772060226_B10",3,"Olig",1898
"X1772062114_A06","X1772062114_A06",3,"Olig",2077
"X1772060226_C04","X1772060226_C04",3,"Olig",1403
"X1772060226_H01","X1772060226_H01",3,"Olig",2702
"X1772060226_B07","X1772060226_B07",3,"Olig",1681
"X1772062115_E11","X1772062115_E11",3,"Olig",2360
"X1772060226_G10","X1772060226_G10",3,"Olig",1528
"X1772060226_A06","X1772060226_A06",3,"Olig",2008
"X1772060226_B02","X1772060226_B02",3,"Olig",1738
"X1772060226_E05","X1772060226_E05",3,"Olig",1177
"X1772060226_C03","X1772060226_C03",3,"Olig",1763
"X1772060226_E12","X1772060226_E12",3,"Olig",1230
"X1772060226_D06","X1772060226_D06",3,"Olig",2008
"X1772060226_A10","X1772060226_A10",3,"Olig",1538
"X1772060226_E11","X1772060226_E11",3,"Olig",1570
"X1772060226_B12","X1772060226_B12",3,"Olig",1270
"X1772060225_E12","X1772060225_E12",3,"Olig",1489
"X1772062115_E07","X1772062115_E07",3,"Olig",1716
"X1772063068_F10","X1772063068_F10",3,"Olig",1239
"X1772062111_B05","X1772062111_B05",3,"Olig",2775
"X1772062111_C06","X1772062111_C06",3,"Olig",3017
"X1772063065_H06","X1772063065_H06",3,"Olig",1074
"X1772062111_C02","X1772062111_C02",3,"Olig",3057
"X1772060225_B06","X1772060225_B06",3,"Olig",1350
"X1772062128_E11","X1772062128_E11",3,"Olig",1621
"X1772058148_B06","X1772058148_B06",3,"Olig",1965
"X1772063079_E02","X1772063079_E02",3,"Olig",2584
"X1772060225_A07","X1772060225_A07",3,"Olig",792
"X1772063074_A12","X1772063074_A12",3,"Olig",1051
"X1772062118_G06","X1772062118_G06",3,"Olig",1240
"X1772062114_F08","X1772062114_F08",3,"Olig",1231
"X1772062115_C10","X1772062115_C10",3,"Olig",1300
"X1772062128_C05","X1772062128_C05",3,"Olig",1984
"X1772063077_F04","X1772063077_F04",3,"Olig",1236
"X1772060225_H10","X1772060225_H10",3,"Olig",1566
"X1772063074_H05","X1772063074_H05",3,"Olig",1424
"X1772060224_A01","X1772060224_A01",3,"Olig",2421
"X1772060225_C02","X1772060225_C02",3,"Olig",1769
"X1772062109_F08","X1772062109_F08",3,"Olig",1999
"X1772062115_G04","X1772062115_G04",3,"Olig",1375
"X1772060225_D08","X1772060225_D08",3,"Olig",1000
"X1772062115_F05","X1772062115_F05",3,"Olig",3613
"X1772060224_B08","X1772060224_B08",3,"Olig",920
"X1772062115_B03","X1772062115_B03",3,"Olig",1158
"X1772063074_C03","X1772063074_C03",3,"Olig",2128
"X1772062113_E10","X1772062113_E10",3,"Olig",917
"X1772063068_A09","X1772063068_A09",3,"Olig",1005
"X1772060224_F03","X1772060224_F03",3,"Olig",3281
"X1772062128_G11","X1772062128_G11",3,"Olig",1990
"X1772060225_C04","X1772060225_C04",3,"Olig",1051
"X1772060225_D09","X1772060225_D09",3,"Olig",1605
"X1772062113_C09","X1772062113_C09",3,"Olig",1001
"X1772062128_B04","X1772062128_B04",3,"Olig",2014
"X1772063062_F08","X1772063062_F08",3,"Olig",1249
"X1772063068_E05","X1772063068_E05",3,"Olig",1696
"X1772062114_C06","X1772062114_C06",3,"Olig",1437
"X1772060224_C08","X1772060224_C08",3,"Olig",2593
"X1772063061_D05","X1772063061_D05",3,"Olig",1877
"X1772062109_D10","X1772062109_D10",3,"Olig",2057
"X1772063077_A12","X1772063077_A12",3,"Olig",1441
"X1772063078_D05","X1772063078_D05",3,"Olig",1910
"X1772063078_B08","X1772063078_B08",3,"Olig",3973
"X1772063071_A05","X1772063071_A05",3,"Olig",2800
"X1772063078_A09","X1772063078_A09",3,"Olig",2011
"X1772063062_D10","X1772063062_D10",3,"Olig",1815
"X1772063065_D03","X1772063065_D03",3,"Olig",1130
"X1772063079_G07","X1772063079_G07",3,"Olig",2752
"X1772063068_B05","X1772063068_B05",3,"Olig",2329
"X1772063077_D10","X1772063077_D10",3,"Olig",2597
"X1772063068_F06","X1772063068_F06",3,"Olig",3474
"X1772063078_G01","X1772063078_G01",3,"Olig",2763
"X1772063065_B03","X1772063065_B03",3,"Olig",1697
"X1772062109_C11","X1772062109_C11",3,"Olig",4467
"X1772063078_D09","X1772063078_D09",3,"Olig",1486
"X1772063065_H08","X1772063065_H08",3,"Olig",1457
"X1772063062_D08","X1772063062_D08",3,"Olig",2460
"X1772063074_E01","X1772063074_E01",3,"Olig",1606
"X1772062111_G04","X1772062111_G04",3,"Olig",3545
"X1772063064_G09","X1772063064_G09",3,"Olig",1720
"X1772067070_C09","X1772067070_C09",3,"Olig",1611
"X1772060225_D06","X1772060225_D06",3,"Olig",2409
"X1772062109_B11","X1772062109_B11",3,"Olig",1700
"X1772062115_A10","X1772062115_A10",3,"Olig",1769
"X1772062118_D10","X1772062118_D10",3,"Olig",1237
"X1772063068_H06","X1772063068_H06",3,"Olig",1000
"X1772062111_A10","X1772062111_A10",3,"Olig",1833
"X1772063065_A02","X1772063065_A02",3,"Olig",1607
"X1772063062_F09","X1772063062_F09",3,"Olig",3240
"X1772063062_F01","X1772063062_F01",3,"Olig",3060
"X1772060226_H10","X1772060226_H10",3,"Olig",2753
"X1772062118_H05","X1772062118_H05",3,"Olig",1883
"X1772062118_B06","X1772062118_B06",3,"Olig",1910
"X1772062116_F08","X1772062116_F08",3,"Olig",1009
"X1772067074_A01","X1772067074_A01",3,"Olig",1108
"X1772062111_E08","X1772062111_E08",3,"Olig",3230
"X1772063078_D12","X1772063078_D12",3,"Olig",1963
"X1772062111_C03","X1772062111_C03",3,"Olig",4618
"X1772062111_D09","X1772062111_D09",3,"Olig",2702
"X1772062118_C07","X1772062118_C07",3,"Olig",1852
"X1772063079_H01","X1772063079_H01",3,"Olig",2557
"X1772063063_E02","X1772063063_E02",3,"Olig",2595
"X1772058171_E06","X1772058171_E06",3,"Olig",1546
"X1772062128_H08","X1772062128_H08",3,"Olig",1236
"X1772066104_C11","X1772066104_C11",3,"Olig",3664
"X1772063063_C08","X1772063063_C08",3,"Olig",2400
"X1772062118_H03","X1772062118_H03",3,"Olig",3178
"X1772063074_E07","X1772063074_E07",3,"Olig",2237
"X1772063063_A04","X1772063063_A04",3,"Olig",3341
"X1772058148_G01","X1772058148_G01",3,"Olig",2393
"X1772058148_E07","X1772058148_E07",3,"Olig",1745
"X1772063061_E07","X1772063061_E07",3,"Olig",1390
"X1772062128_E09","X1772062128_E09",3,"Olig",2946
"X1772067070_C12","X1772067070_C12",3,"Olig",1825
"X1772062128_G02","X1772062128_G02",3,"Olig",2175
"X1772058177_D06","X1772058177_D06",3,"Olig",4189
"X1772058177_F03","X1772058177_F03",3,"Olig",1453
"X1772062128_E12","X1772062128_E12",3,"Olig",2302
"X1772062128_F09","X1772062128_F09",3,"Olig",2321
"X1772058177_D08","X1772058177_D08",3,"Olig",2276
"X1772062118_A05","X1772062118_A05",3,"Olig",1448
"X1772063063_E06","X1772063063_E06",3,"Olig",3438
"X1772062128_C01","X1772062128_C01",3,"Olig",2176
"X1772063063_E05","X1772063063_E05",3,"Olig",4649
"X1772062128_D09","X1772062128_D09",3,"Olig",3103
"X1772067064_A09","X1772067064_A09",3,"Olig",4819
"X1772062115_G11","X1772062115_G11",3,"Olig",2994
"X1772063063_A11","X1772063063_A11",3,"Olig",2420
"X1772063070_D01","X1772063070_D01",3,"Olig",15167
"X1772058148_B01","X1772058148_B01",3,"Olig",2344
"X1772058148_A11","X1772058148_A11",3,"Olig",3026
"X1772067063_G11","X1772067063_G11",3,"Olig",4803
"X1772062128_F08","X1772062128_F08",3,"Olig",3276
"X1772058148_A09","X1772058148_A09",3,"Olig",3543
"X1772063074_B06","X1772063074_B06",3,"Olig",1935
"X1772058177_E04","X1772058177_E04",3,"Olig",3799
"X1772062115_E03","X1772062115_E03",3,"Olig",2760
"X1772062118_H12","X1772062118_H12",3,"Olig",3216
"X1772062111_C04","X1772062111_C04",3,"Olig",2673
"X1772062115_H05","X1772062115_H05",3,"Olig",1961
"X1772062109_B05","X1772062109_B05",3,"Olig",2251
"X1772062109_D04","X1772062109_D04",3,"Olig",5978
"X1772060224_D10","X1772060224_D10",3,"Olig",3013
"X1772063074_A01","X1772063074_A01",3,"Olig",1841
"X1772062118_C10","X1772062118_C10",3,"Olig",2247
"X1772063062_E06","X1772063062_E06",3,"Olig",2884
"X1772062118_G11","X1772062118_G11",3,"Olig",2525
"X1772062111_C05","X1772062111_C05",3,"Olig",2778
"X1772062115_B11","X1772062115_B11",3,"Olig",4069
"X1772062115_G12","X1772062115_G12",3,"Olig",2384
"X1772062118_F01","X1772062118_F01",3,"Olig",2586
"X1772063062_H01","X1772063062_H01",3,"Olig",1868
"X1772062113_D12","X1772062113_D12",3,"Olig",3671
"X1772062111_E12","X1772062111_E12",3,"Olig",2573
"X1772062113_C02","X1772062113_C02",3,"Olig",4039
"X1772062114_A01","X1772062114_A01",3,"Olig",3251
"X1772062118_D05","X1772062118_D05",3,"Olig",2236
"X1772062118_G02","X1772062118_G02",3,"Olig",2638
"X1772062115_B08","X1772062115_B08",3,"Olig",2548
"X1772062109_H02","X1772062109_H02",3,"Olig",3188
"X1772062111_B07","X1772062111_B07",3,"Olig",3095
"X1772062111_B10","X1772062111_B10",3,"Olig",3032
"X1772062109_F06","X1772062109_F06",3,"Olig",4183
"X1772062113_C06","X1772062113_C06",3,"Olig",3495
"X1772062113_C11","X1772062113_C11",3,"Olig",3745
"X1772063070_C10","X1772063070_C10",3,"Olig",2521
"X1772062111_A07","X1772062111_A07",3,"Olig",3258
"X1772062111_H04","X1772062111_H04",3,"Olig",2679
"X1772063061_F12","X1772063061_F12",3,"Olig",2416
"X1772063079_H02","X1772063079_H02",3,"Olig",4144
"X1772062118_E01","X1772062118_E01",3,"Olig",3983
"X1772062115_E04","X1772062115_E04",3,"Olig",3056
"X1772062109_F12","X1772062109_F12",3,"Olig",4017
"X1772063070_D05","X1772063070_D05",3,"Olig",3837
"X1772062113_G06","X1772062113_G06",3,"Olig",5813
"X1772063061_E12","X1772063061_E12",3,"Olig",4833
"X1772062113_E02","X1772062113_E02",3,"Olig",5624
"X1772062113_H11","X1772062113_H11",3,"Olig",8990
"X1772062111_H02","X1772062111_H02",3,"Olig",4255
"X1772062113_D04","X1772062113_D04",3,"Olig",4549
"X1772063079_D02","X1772063079_D02",3,"Olig",4004
"X1772063079_E09","X1772063079_E09",3,"Olig",2796
"X1772063061_D02","X1772063061_D02",3,"Olig",3280
"X1772063078_F04","X1772063078_F04",3,"Olig",3483
"X1772062113_F12","X1772062113_F12",3,"Olig",3813
"X1772063079_C04","X1772063079_C04",3,"Olig",6439
"X1772062116_H02","X1772062116_H02",3,"Olig",5087
"X1772058171_B09","X1772058171_B09",3,"Olig",3364
"X1772062115_C07","X1772062115_C07",3,"Olig",4485
"X1772063064_E07","X1772063064_E07",3,"Olig",4190
"X1772063079_D11","X1772063079_D11",3,"Olig",3667
"X1772062113_E07","X1772062113_E07",3,"Olig",5357
"X1772058171_B04","X1772058171_B04",3,"Olig",4974
"X1772058177_E07","X1772058177_E07",3,"Olig",4493
"X1772058177_D12","X1772058177_D12",3,"Olig",3865
"X1772058171_E07","X1772058171_E07",3,"Olig",2804
"X1772058177_C01","X1772058177_C01",3,"Olig",3519
"X1772058171_A02","X1772058171_A02",3,"Olig",4070
"X1772058171_B05","X1772058171_B05",3,"Olig",3354
"X1772062111_E05","X1772062111_E05",3,"Olig",2127
"X1772058171_D03","X1772058171_D03",3,"Olig",8217
"X1772058177_A03","X1772058177_A03",3,"Olig",7373
"X1772058171_E02","X1772058171_E02",3,"Olig",8444
"X1772058171_A04","X1772058171_A04",3,"Olig",3037
"X1772063074_D10","X1772063074_D10",3,"Olig",2790
"X1772058171_G01","X1772058171_G01",3,"Olig",5929
"X1772058177_E06","X1772058177_E06",3,"Olig",7693
"X1772058177_C02","X1772058177_C02",3,"Olig",4459
"X1772058177_B05","X1772058177_B05",3,"Olig",4440
"X1772058171_D04","X1772058171_D04",3,"Olig",7097
"X1772058171_D01","X1772058171_D01",3,"Olig",3063
"X1772058177_F08","X1772058177_F08",3,"Olig",9721
"X1772058171_C01","X1772058171_C01",3,"Olig",6041
"X1772058171_F03","X1772058171_F03",3,"Olig",4346
"X1772058171_A11","X1772058171_A11",3,"Olig",6103
"X1772058171_G11","X1772058171_G11",3,"Olig",4217
"X1772058171_A09","X1772058171_A09",3,"Olig",3308
"X1772058171_F08","X1772058171_F08",3,"Olig",9642
"X1772058177_F06","X1772058177_F06",3,"Olig",4239
"X1772058171_B08","X1772058171_B08",3,"Olig",3853
"X1772058171_G03","X1772058171_G03",3,"Olig",3814
"X1772058177_A01","X1772058177_A01",3,"Olig",3581
"X1772058177_B06","X1772058177_B06",3,"Olig",4331
"X1772058148_G12","X1772058148_G12",3,"Olig",3016
"X1772058171_B07","X1772058171_B07",3,"Olig",6392
"X1772058177_G05","X1772058177_G05",3,"Olig",5324
"X1772063064_F07","X1772063064_F07",3,"Olig",4977
"X1772058171_E10","X1772058171_E10",3,"Olig",5870
"X1772058171_B06","X1772058171_B06",3,"Olig",4602
"X1772058177_E12","X1772058177_E12",3,"Olig",4071
"X1772058171_D02","X1772058171_D02",3,"Olig",5663
"X1772058177_B04","X1772058177_B04",3,"Olig",4366
"X1772062128_F04","X1772062128_F04",3,"Olig",3376
"X1772058171_D08","X1772058171_D08",3,"Olig",3078
"X1772058171_E05","X1772058171_E05",3,"Olig",3433
"X1772058177_B09","X1772058177_B09",3,"Olig",4335
"X1772058177_C12","X1772058177_C12",3,"Olig",4395
"X1772058177_D05","X1772058177_D05",3,"Olig",3933
"X1772058171_G10","X1772058171_G10",3,"Olig",4668
"X1772058171_C04","X1772058171_C04",3,"Olig",4573
"X1772058171_C08","X1772058171_C08",3,"Olig",4875
"X1772058171_C10","X1772058171_C10",3,"Olig",2869
"X1772062128_C10","X1772062128_C10",3,"Olig",2225
"X1772063061_B04","X1772063061_B04",3,"Olig",5182
"X1772058171_F04","X1772058171_F04",4,"microglia",1261
"X1772060226_D02","X1772060226_D02",4,"microglia",3151
"X1772062109_F11","X1772062109_F11",4,"microglia",1425
"X1772058148_F06","X1772058148_F06",4,"microglia",1190
"X1772058177_A09","X1772058177_A09",4,"microglia",1511
"X1772058177_A07","X1772058177_A07",4,"microglia",2127
"X1772060225_E03","X1772060225_E03",4,"microglia",1759
"X1772058177_D10","X1772058177_D10",4,"microglia",1354
"X1772058177_D11","X1772058177_D11",4,"microglia",826
"X1772062109_D01","X1772062109_D01",4,"microglia",1181
"X1772058177_C03","X1772058177_C03",4,"microglia",1086
"X1772062109_E05","X1772062109_E05",4,"microglia",1513
"X1772062128_F05","X1772062128_F05",4,"microglia",969
"X1772067070_C04","X1772067070_C04",4,"microglia",1268
"X1772058148_E12","X1772058148_E12",4,"microglia",2698
"X1772058148_D12","X1772058148_D12",4,"microglia",1602
"X1772058148_A05","X1772058148_A05",4,"microglia",1097
"X1772066104_B07","X1772066104_B07",4,"microglia",1989
"X1772062111_G10","X1772062111_G10",4,"microglia",1179
"X1772060226_E03","X1772060226_E03",4,"microglia",1947
"X1772060240_H11","X1772060240_H11",4,"microglia",1427
"X1772058177_A12","X1772058177_A12",4,"microglia",1880
"X1772062128_C02","X1772062128_C02",4,"microglia",3275
"X1772058171_C05","X1772058171_C05",4,"microglia",3445
"X1772062128_A07","X1772062128_A07",4,"microglia",1338
"X1772058177_E01","X1772058177_E01",4,"microglia",2295
"X1772058177_B11","X1772058177_B11",4,"microglia",3188
"X1772058177_F07","X1772058177_F07",4,"microglia",4873
"X1772058177_G04","X1772058177_G04",4,"microglia",3369
"X1772063074_B03","X1772063074_B03",4,"microglia",2323
"X1772058171_F11","X1772058171_F11",4,"microglia",2494
"X1772062113_A11","X1772062113_A11",4,"microglia",2634
"X1772062111_H06","X1772062111_H06",4,"microglia",1729
"X1772063061_F10","X1772063061_F10",4,"microglia",1674
"X1772062116_D02","X1772062116_D02",4,"microglia",1878
"X1772062115_A07","X1772062115_A07",4,"microglia",1387
"X1772062115_C02","X1772062115_C02",4,"microglia",1144
"X1772062109_E12","X1772062109_E12",4,"microglia",1672
"X1772062109_D06","X1772062109_D06",4,"microglia",2016
"X1772062128_D02","X1772062128_D02",4,"microglia",4917
"X1772062118_F04","X1772062118_F04",4,"microglia",1536
"X1772063078_G02","X1772063078_G02",4,"microglia",3231
"X1772063063_H11","X1772063063_H11",4,"microglia",4668
"X1772062118_A11","X1772062118_A11",4,"microglia",1227
"X1772060224_F07","X1772060224_F07",4,"microglia",2689
"X1772063077_F06","X1772063077_F06",4,"microglia",3222
"X1772062111_A05","X1772062111_A05",4,"microglia",1594
"X1772060224_B12","X1772060224_B12",4,"microglia",871
"X1772067064_D12","X1772067064_D12",4,"microglia",1824
"X1772060240_F05","X1772060240_F05",4,"microglia",1428
"X1772063077_E03","X1772063077_E03",4,"microglia",1644
"X1772063074_F08","X1772063074_F08",4,"microglia",801
"X1772058177_F04","X1772058177_F04",4,"microglia",1812
"X1772067074_D04","X1772067074_D04",4,"microglia",3076
"X1772062111_G06","X1772062111_G06",4,"microglia",2623
"X1772062109_D12","X1772062109_D12",4,"microglia",1518
"X1772062109_A06","X1772062109_A06",4,"microglia",2196
"X1772062113_E05","X1772062113_E05",4,"microglia",2896
"X1772062111_F12","X1772062111_F12",4,"microglia",2116
"X1772062118_H01","X1772062118_H01",4,"microglia",3512
"X1772063074_H12","X1772063074_H12",4,"microglia",1343
"X1772067064_B09","X1772067064_B09",4,"microglia",1369
"X1772060224_H07","X1772060224_H07",4,"microglia",3818
"X1772067070_C02","X1772067070_C02",4,"microglia",1598
"X1772060240_H10","X1772060240_H10",4,"microglia",2817
"X1772062116_G09","X1772062116_G09",4,"microglia",1201
"X1772063077_D08","X1772063077_D08",4,"microglia",769
"X1772063063_A03","X1772063063_A03",4,"microglia",3692
"X1772060226_H12","X1772060226_H12",4,"microglia",3078
"X1772062118_F03","X1772062118_F03",4,"microglia",1766
"X1772063062_D07","X1772063062_D07",4,"microglia",1200
"X1772062128_H04","X1772062128_H04",4,"microglia",715
"X1772062118_E06","X1772062118_E06",4,"microglia",1318
"X1772060225_F05","X1772060225_F05",4,"microglia",975
"X1772060226_F12","X1772060226_F12",4,"microglia",1480
"X1772062115_H11","X1772062115_H11",4,"microglia",917
"X1772062109_C05","X1772062109_C05",4,"microglia",889
"X1772058177_E03","X1772058177_E03",4,"microglia",1165
"X1772060224_B07","X1772060224_B07",4,"microglia",829
"X1772060226_H02","X1772060226_H02",4,"microglia",2183
"X1772062118_D09","X1772062118_D09",4,"microglia",799
"X1772062118_F11","X1772062118_F11",4,"microglia",1538
"X1772062111_D12","X1772062111_D12",4,"microglia",1610
"X1772062128_B03","X1772062128_B03",4,"microglia",1029
"X1772063071_E02","X1772063071_E02",5,"endoMural",2644
"X1772063064_A11","X1772063064_A11",5,"endoMural",1831
"X1772060224_B09","X1772060224_B09",5,"endoMural",1803
"X1772063078_H11","X1772063078_H11",5,"endoMural",1508
"X1772063061_G03","X1772063061_G03",5,"endoMural",3095
"X1772063071_D01","X1772063071_D01",5,"endoMural",1040
"X1772063064_B05","X1772063064_B05",5,"endoMural",2191
"X1772062111_E02","X1772062111_E02",5,"endoMural",1552
"X1772063062_H12","X1772063062_H12",5,"endoMural",713
"X1772058177_C08","X1772058177_C08",5,"endoMural",1199
"X1772058148_A07","X1772058148_A07",5,"endoMural",1788
"X1772060240_A03","X1772060240_A03",5,"endoMural",2173
"X1772067070_H08","X1772067070_H08",5,"endoMural",2066
"X1772063079_C02","X1772063079_C02",5,"endoMural",974
"X1772063071_A01","X1772063071_A01",5,"endoMural",1411
"X1772063079_A09","X1772063079_A09",5,"endoMural",1405
"X1772067070_C05","X1772067070_C05",5,"endoMural",1601
"X1772063079_A11","X1772063079_A11",5,"endoMural",1461
"X1772062113_G08","X1772062113_G08",5,"endoMural",5972
"X1772062128_G09","X1772062128_G09",5,"endoMural",2164
"X1772060240_D11","X1772060240_D11",5,"endoMural",11615
"X1772062113_D11","X1772062113_D11",5,"endoMural",6190
"X1772063063_B01","X1772063063_B01",5,"endoMural",4165
"X1772058171_E12","X1772058171_E12",5,"endoMural",878
"X1772063064_F06","X1772063064_F06",5,"endoMural",3701
"X1772058148_H05","X1772058148_H05",5,"endoMural",1808
"X1772058177_G06","X1772058177_G06",5,"endoMural",1210
"X1772058177_H06","X1772058177_H06",5,"endoMural",1514
"X1772058177_H02","X1772058177_H02",5,"endoMural",2241
"X1772058177_D01","X1772058177_D01",5,"endoMural",1322
"X1772058171_E11","X1772058171_E11",5,"endoMural",1742
"X1772058177_F10","X1772058177_F10",5,"endoMural",1446
"X1772058171_G09","X1772058171_G09",5,"endoMural",1768
"X1772058171_G07","X1772058171_G07",5,"endoMural",1850
"X1772058177_F12","X1772058177_F12",5,"endoMural",1671
"X1772058177_G12","X1772058177_G12",5,"endoMural",1116
"X1772058171_F01","X1772058171_F01",5,"endoMural",1742
"X1772058171_H05","X1772058171_H05",5,"endoMural",1580
"X1772058171_G05","X1772058171_G05",5,"endoMural",999
"X1772062128_D06","X1772062128_D06",5,"endoMural",1260
"X1772063079_B05","X1772063079_B05",5,"endoMural",1347
"X1772062109_H08","X1772062109_H08",5,"endoMural",1572
"X1772062109_D05","X1772062109_D05",5,"endoMural",1804
"X1772062111_D07","X1772062111_D07",5,"endoMural",3424
"X1772063077_D11","X1772063077_D11",5,"endoMural",2081
"X1772062113_H07","X1772062113_H07",5,"endoMural",1604
"X1772062111_G12","X1772062111_G12",5,"endoMural",975
"X1772063079_C11","X1772063079_C11",5,"endoMural",1205
"X1772063079_H12","X1772063079_H12",5,"endoMural",1021
"X1772060224_E05","X1772060224_E05",5,"endoMural",4106
"X1772063070_F11","X1772063070_F11",5,"endoMural",2675
"X1772062114_A09","X1772062114_A09",5,"endoMural",5540
"X1772062111_H12","X1772062111_H12",5,"endoMural",1893
"X1772063070_B04","X1772063070_B04",5,"endoMural",3105
"X1772063064_E04","X1772063064_E04",5,"endoMural",1911
